Date,Plant_Code,Serial_No,Vehicle_ID,Total_Trip,Cylinder_Type1,Cylinder_Type2,Quantity_of_Total_Cylinder,Loading,Unloading,Loading_Boom
24Dec,2370,288,MH15EG9730,1,324,0,324,1,0,3
